TSNE1,TSNE2,year,month,T (degC)
-26.506659,12.404196,2015,9,1.54
-36.62787,14.854487,2016,11,3.09
-16.760094,49.617714,2013,9,8.5
-44.934635,48.809273,2015,4,2.48
49.33626,-9.818569,2015,3,16.72
-35.29237,12.752613,2014,10,0.41
-17.741396,-19.923138,2014,12,9.17
-5.991369,-6.3783636,2014,3,11.05
-47.76941,29.69096,2009,4,4.74
12.048307,-11.429731,2010,1,9.97
-34.07098,36.49651,2014,2,10.03
45.486336,42.049942,2011,2,24.86
39.321667,29.431435,2009,9,23.78
-10.411294,34.822945,2009,4,10.47
-17.726421,-19.905664,2014,12,9.27
-36.406307,11.542833,2016,12,0.2
1.7272551,-67.49834,2016,9,6.72
42.54078,-24.953367,2016,3,16.27
-30.668024,-35.76223,2009,9,7.19
-19.42608,19.42662,2012,11,7.3
-33.33701,-68.91072,2016,3,4.95
19.823439,24.055283,2009,7,16.02
32.88515,8.271837,2011,5,16.74
25.5644,45.846508,2014,12,19.53
35.167576,35.6932,2015,4,21.74
13.936393,-46.82436,2014,7,9.67
36.71771,-15.059031,2014,12,12.65
13.986031,23.340023,2009,12,11.8
56.52473,-4.5448422,2012,5,19.58
11.078601,-2.3943524,2010,4,11.84
43.59117,4.469074,2015,12,18.92
51.566845,15.662182,2012,9,21.36
1.8086358,-64.060974,2015,7,9.44
42.715153,0.42698947,2014,9,15.67
19.895035,7.324104,2014,12,14.71
21.530851,23.278646,2009,7,15.14
-8.460345,-3.5310738,2015,1,7.72
-40.131042,-3.3645444,2009,4,-1.82
-4.5881176,32.489136,2011,6,11.39
41.163864,23.43412,2016,4,16.07
16.522219,-5.015985,2013,2,14.92
21.692001,-22.384813,2015,3,12.47
-80.8456,18.739767,2012,12,-14.56
-38.47543,-6.4249725,2009,5,0.47
-8.182863,-73.10989,2016,10,1.72
-0.76908624,-65.6345,2016,10,11.72
40.23455,-33.33734,2016,9,17.14
-21.291672,9.668155,2013,9,5.69
37.7416,-12.860735,2014,11,13.0
-62.29681,40.92424,2011,4,0.62
-18.71673,-30.984379,2010,7,5.56
-76.21226,2.2828448,2010,10,-5.5
-1.1176379,-15.859416,2009,3,7.41
41.61037,-2.0761619,2013,9,14.05
7.0337,22.908262,2009,9,16.98
61.45724,-18.101936,2011,7,17.11
59.934845,-28.878338,2011,7,15.75
1.6732929,-48.65684,2011,8,4.91
-32.25102,22.372591,2016,12,4.19
73.738045,-11.267076,2016,11,20.66
-7.7208843,-49.588825,2011,12,6.06
-28.48272,50.880367,2012,4,4.3
38.13525,-45.237347,2011,12,12.92
-11.120356,-0.32846776,2016,2,5.08
-28.903694,-27.412907,2010,6,-1.45
32.53215,53.050648,2011,2,19.37
-65.82436,31.43038,2011,3,-4.08
-18.56837,-64.993515,2011,9,2.64
-60.348125,31.922428,2009,4,-1.51
-67.50533,11.670492,2015,6,-2.87
11.996918,-6.153135,2011,2,11.75
-2.809438,29.046337,2011,8,10.8
-36.776775,-23.430511,2010,11,8.81
-25.944983,15.57381,2014,12,2.94
-25.255297,29.359531,2009,11,1.59
7.5250063,46.590942,2016,5,16.17
13.450199,6.8118424,2009,4,17.22
-67.75369,33.755684,2011,1,-4.35
2.7675571,-20.32996,2011,1,9.04
53.465446,16.68541,2013,9,21.7
22.663017,-18.54837,2016,3,10.98
-5.264023,-37.41372,2009,7,7.89
-14.258518,35.191277,2009,2,11.73
18.483925,30.762217,2011,9,18.22
-22.130875,35.584072,2013,10,7.4
-24.48785,-54.012043,2012,6,-2.37
65.45064,0.7278729,2010,5,18.49
-36.361214,36.042984,2015,2,2.79
-47.790905,-19.161976,2016,11,2.8
-46.12294,52.025806,2015,6,6.01
56.108818,14.681787,2013,1,19.45
23.52483,22.889503,2009,11,15.77
-64.81209,25.909311,2010,4,-3.34
-51.02118,39.733875,2013,2,-1.27
2.242534,-48.929623,2011,8,7.8
31.322084,-43.755817,2012,10,17.38
-9.650762,-74.89406,2016,9,3.56
-44.11579,37.59608,2014,5,3.0
54.49035,-3.1291175,2014,7,18.55
-7.3484015,-26.822859,2012,3,6.99
28.91283,-29.037527,2014,7,12.16
-64.78375,19.607986,2010,3,-3.25
33.941555,-4.6715474,2013,9,13.79
-68.51048,-0.59128165,2010,10,-7.31
51.667557,-5.1621366,2016,4,18.56
49.121353,-9.393417,2016,1,16.46
31.149687,51.34918,2015,4,20.84
58.571266,-17.704733,2011,4,19.79
-58.087643,35.7668,2010,1,1.56
-8.4487505,27.586262,2011,9,5.62
9.32666,-49.342205,2014,10,12.1
44.709736,24.820105,2014,4,20.73
-65.0979,2.3424392,2010,11,-4.27
-24.026007,46.50196,2016,6,9.39
40.592686,-47.978542,2009,12,16.11
54.081963,-0.7582163,2013,4,18.09
-18.168852,17.96245,2012,11,7.43
3.9905498,41.873486,2013,5,12.77
46.836636,41.367546,2009,4,20.53
-18.781261,-8.7063055,2014,10,7.97
-29.137083,-2.6123278,2011,9,7.17
-83.31439,20.049816,2012,5,-19.42
-43.217262,43.326572,2016,1,2.98
-11.350091,-27.627949,2009,4,3.81
-28.202982,-28.323374,2010,8,-3.61
44.532734,41.90664,2011,1,21.19
41.3388,48.51528,2013,6,19.84
-36.332314,-3.6507049,2009,6,3.86
33.237194,-26.215225,2015,8,13.1
23.331282,23.072353,2009,10,17.76
-7.9644012,-57.705204,2011,10,6.18
-47.144394,20.920488,2014,2,2.99
32.674988,13.663145,2012,8,16.05
-29.301443,8.711327,2012,8,2.57
-13.240726,24.241472,2014,8,12.13
-43.2628,1.0551813,2011,5,2.37
26.405836,-47.649204,2011,9,11.82
-1.0685558,-9.035136,2012,2,9.19
-29.377739,6.6110377,2011,10,3.16
-19.650135,16.451033,2012,12,9.56
51.53924,-23.854628,2011,1,12.8
36.315285,-3.7876904,2011,11,14.55
-40.74872,40.884323,2014,4,3.34
-19.20395,22.891205,2012,12,9.67
10.41685,5.699972,2010,5,12.43
-17.038673,22.465784,2012,8,6.33
65.035095,-7.9981127,2014,4,18.83
35.04555,-3.524779,2014,7,15.04
10.144905,-33.47912,2010,7,9.17
68.7431,-0.31235743,2013,5,23.73
45.532425,42.825554,2012,1,22.82
1.1901265,-18.72677,2012,2,7.88
-14.031715,-34.533543,2009,3,2.25
71.78278,5.8301697,2010,7,21.07
-29.031763,49.446796,2011,5,8.56
-22.13814,48.115387,2014,7,10.52
-33.751278,-19.886948,2010,6,5.54
-76.26464,2.5663738,2010,10,-7.27
24.674316,53.38323,2016,8,20.63
-11.160357,-1.2331189,2016,2,6.08
60.171978,51.613865,2013,2,33.84
-4.100498,-44.245686,2011,7,7.9
6.428338,-9.655113,2012,1,12.02
18.560432,51.449165,2015,9,15.81
-17.986504,52.164394,2015,9,9.04
61.40074,15.784089,2012,3,20.92
-65.419334,25.660763,2011,3,-2.76
-61.91563,34.93105,2010,1,-3.96
-8.556561,-42.391052,2012,6,5.27
-62.488956,15.412319,2010,4,0.55
3.4213939,0.06710919,2015,9,10.89
-12.444667,-65.6073,2014,8,2.8
-20.286724,15.560574,2012,12,7.59
17.975634,3.3885927,2015,11,15.27
-68.54416,32.95804,2011,1,-7.99
-45.884018,-11.551809,2016,8,-0.67
-9.010688,-73.2059,2016,7,2.35
24.745945,53.469936,2016,9,22.96
-20.490301,-52.174366,2012,11,-4.9
29.647243,-16.772886,2014,9,11.99
-41.82754,24.003473,2016,4,-1.31
12.644738,3.0549157,2009,1,14.99
51.66136,-15.094361,2012,4,17.05
-49.356117,43.08053,2013,4,2.79
33.2792,2.9928737,2009,9,13.33
4.214333,15.284221,2009,5,13.34
-77.359215,15.068516,2012,12,-5.38
9.1509905,45.049683,2015,2,14.35
17.55369,-11.521903,2011,1,16.14
-39.43358,29.998674,2016,9,0.6
41.47227,-26.212957,2016,5,16.12
-12.361483,-65.874596,2014,8,2.35
-12.665316,-23.766682,2009,5,4.08
-29.471292,-6.810638,2010,8,6.98
-55.47396,23.985106,2010,1,1.81
58.2478,3.4834287,2009,2,16.77
38.341496,6.66867,2012,9,17.55
-71.75473,25.968355,2011,4,-5.65
48.598248,34.857433,2016,8,24.04
-48.292286,26.86645,2010,3,1.02
0.04600332,-44.103794,2012,9,9.16
-6.9308724,43.3194,2009,1,12.23
9.55956,-38.970894,2011,7,9.1
-18.659061,-56.268135,2012,12,-5.45
46.87187,-1.9696437,2015,7,19.21
53.80205,6.614342,2009,10,18.08
-55.689964,9.804187,2012,7,2.58
20.272297,24.09106,2009,8,16.81
59.297424,-24.243198,2009,2,17.17
10.818994,38.70596,2010,6,15.4
17.852217,4.954821,2016,9,17.61
41.731953,-48.530014,2009,9,16.7
59.131542,-30.741875,2011,8,15.92
-43.082874,44.596565,2015,3,5.37
4.194689,-20.24974,2010,2,10.58
-32.73604,46.84665,2013,3,1.17
-49.385754,0.8803848,2013,4,0.55
-11.786252,-73.12882,2016,6,4.74
49.47099,26.941496,2012,6,20.64
-24.549873,-0.7628212,2011,11,5.35
-12.937838,-31.56645,2009,4,3.38
-22.05777,-63.824837,2014,9,-1.1
-11.140268,-70.90446,2016,8,1.91
-36.895794,20.347311,2016,9,2.6
-44.351982,-61.638577,2016,3,-4.57
-70.47873,16.79794,2011,2,-2.89
-84.00733,-2.1834955,2013,12,-5.62
-26.494873,-44.34099,2012,11,-3.07
38.947887,43.19764,2015,2,18.92
-46.003788,46.24315,2015,1,6.49
52.44264,-23.38513,2011,3,15.04
43.47384,19.858124,2016,1,19.92
34.090218,-38.477455,2014,12,14.95
-66.35145,4.094489,2010,12,-9.75
-41.380302,12.780246,2013,9,2.76
10.036015,-26.897446,2016,8,7.77
2.8735368,-66.83157,2016,10,8.83
-23.055513,2.0036144,2011,7,8.3
-38.334064,34.15923,2016,5,4.77
-49.564503,49.097572,2015,7,-0.52
-50.078087,21.702864,2015,2,0.64
-34.36171,1.7835759,2009,10,1.64
6.1769433,23.856287,2009,10,15.12
-34.02043,13.684472,2014,10,2.1
37.16478,36.864563,2012,4,18.81
1.1399492,-68.12991,2015,8,5.65
-8.534963,29.854153,2011,9,8.76
42.531715,-4.916565,2014,11,14.6
-49.725666,4.2455144,2013,1,0.0
-83.33642,-2.2776427,2013,12,-6.05
-65.791794,34.212067,2009,3,-2.37
56.360916,-18.468912,2010,2,19.38
40.96557,53.07434,2013,8,23.46
-76.349236,3.0984654,2010,8,-8.74
60.313347,51.594234,2013,2,34.31
-15.122131,22.851656,2015,8,11.0
-22.838322,28.170689,2011,12,4.03
65.75625,28.48266,2009,1,24.33
-35.4696,-62.134262,2015,4,4.24
29.984055,-38.03574,2014,12,12.06
-8.56435,-27.686195,2012,1,4.2
9.621378,-38.744274,2011,7,10.37
32.497,23.037354,2012,7,19.91
33.528496,49.406826,2011,8,20.35
-65.612076,-5.317077,2010,12,-1.62
-55.286293,9.4845085,2012,7,2.23
-7.301614,43.586266,2009,2,13.73
65.096016,1.512762,2012,3,19.21
-32.005253,4.7645707,2009,11,0.35
-18.372536,47.65224,2014,12,7.18
-43.64994,-51.67014,2014,1,-1.6
28.34133,4.6620374,2011,7,14.94
-17.851921,-54.497574,2011,11,-2.35
60.787064,-26.461851,2011,5,16.6
41.727875,-36.589428,2013,10,14.89
-44.762722,16.843801,2014,5,3.61
-63.871284,27.20039,2009,4,-1.49
2.3310666,-33.080772,2012,4,8.69
-56.79302,38.220753,2011,3,1.08
-67.65343,28.51922,2011,2,-2.23
-34.20921,-64.10123,2013,1,2.98
56.78779,14.657516,2013,3,17.98
0.9206252,-19.960585,2012,3,8.88
46.220367,-32.559002,2014,5,13.31
-55.42902,12.908081,2012,6,2.65
32.962208,-52.43822,2010,8,12.05
-58.05,26.702864,2010,2,-4.17
71.59571,-0.5673796,2012,7,20.95
51.58128,-14.027959,2011,3,17.06
-39.248882,-59.174427,2013,3,2.54
-15.136294,38.532913,2009,5,9.03
5.8441186,-9.289522,2010,1,9.52
5.671883,41.32806,2014,5,12.84
57.676445,41.73748,2010,6,26.17
-58.028202,41.489872,2010,3,1.87
41.301308,35.623104,2011,2,21.3
-60.903625,28.077784,2010,2,0.43
-6.623132,5.9673676,2011,3,11.23
3.507524,-43.497406,2012,10,9.59
48.800926,31.563639,2014,5,23.82
-2.0513113,-64.79525,2015,11,10.9
-63.557823,-3.5307887,2011,10,-2.47
-3.1305761,-51.758053,2009,11,6.26
12.886258,-35.398376,2010,6,11.0
-42.738045,-52.189472,2014,1,-0.39
21.300047,7.2138357,2010,12,13.29
-13.509888,-6.5044827,2016,6,8.64
-43.01446,49.682606,2015,4,1.95
32.53852,-18.62741,2012,6,15.16
46.640175,40.808197,2009,4,19.11
1.6311499,-63.8589,2015,7,9.91
12.684056,-34.664837,2011,6,11.88
18.372507,-19.84987,2013,1,11.48
69.224205,45.11366,2014,9,29.22
17.120193,43.987324,2015,8,14.9
27.268574,14.750606,2009,3,17.67
-2.820636,29.080189,2011,8,13.33
3.6444392,-59.05975,2012,12,7.25
68.805725,30.034578,2011,3,22.87
-67.21965,32.277058,2010,2,-7.08
73.65666,-16.955446,2014,11,18.05
22.399792,32.664467,2014,11,16.06
17.170792,32.727066,2012,9,16.95
-7.882672,-26.367079,2012,3,6.91
13.126011,-38.013264,2009,7,8.44
-12.59005,-38.716064,2011,5,0.48
-4.491496,-45.623146,2011,8,5.08
28.26214,-31.049698,2015,9,12.16
-40.52608,40.751568,2014,4,4.85
26.778538,-9.014249,2014,3,11.3
10.710752,25.071606,2009,9,16.24
-56.263405,-1.4234474,2012,7,-0.32
-62.009968,29.688257,2010,3,-1.9
-39.184334,-62.194416,2013,3,-0.12
35.106277,-30.648575,2016,9,15.71
8.765926,43.4521,2014,1,17.25
7.583728,-45.90239,2014,5,8.75
-1.1771384,-48.581726,2009,9,3.4
-70.80955,28.206013,2011,1,-8.25
28.506647,27.541845,2009,12,20.84
27.401855,-12.426998,2016,3,10.36
65.33119,43.89593,2016,12,30.24
3.6133087,-61.413208,2013,10,6.73
-54.589096,7.886485,2013,8,1.18
34.61162,-47.35989,2010,11,15.14
63.285725,49.135666,2015,2,30.7
33.951645,-34.79707,2015,8,14.93
46.597206,7.690319,2010,7,18.71
26.211596,22.599415,2011,12,17.65
-4.3057594,-6.738969,2014,2,11.81
19.340239,15.170437,2015,9,12.67
50.38569,-4.6597314,2016,5,16.7
-69.748314,-0.14409351,2010,9,-7.71
-30.354538,4.1314616,2009,10,2.54
36.658806,-24.519472,2014,9,17.65
-12.041741,-15.912197,2013,1,6.87
4.873525,30.921612,2016,5,12.76
40.045372,53.226677,2013,8,23.07
65.55723,-18.859467,2012,8,17.36
18.195225,42.45962,2014,9,18.43
36.22168,-49.01849,2010,9,15.25
-14.711508,48.08671,2011,12,7.26
-9.674126,33.269196,2010,5,8.84
-9.220744,-73.039055,2016,7,2.34
43.87536,-47.38553,2011,11,17.54
-41.67293,4.0890985,2009,3,1.92
37.03252,-35.943768,2014,9,13.8
-57.821762,34.924366,2010,1,2.1
-11.471723,-71.184135,2016,7,1.45
-42.428333,-61.750248,2016,3,-2.42
-75.21195,10.424724,2011,6,0.17
-17.225288,6.52092,2013,4,9.1
36.40531,-7.4885273,2012,12,10.28
72.502884,-1.7667006,2014,8,19.3
-17.302166,20.55069,2012,9,5.7
-47.588703,44.283215,2013,2,5.08
32.0201,35.733826,2015,8,20.06
-46.665092,7.4502254,2010,6,0.23
6.391402,53.395073,2014,9,17.19
14.308747,-43.087883,2014,6,7.63
-76.99423,17.703554,2009,8,-6.31
7.6194344,32.43294,2014,7,11.87
-20.575243,-15.101918,2014,10,9.28
-36.28444,40.1816,2014,3,8.43
-14.3734045,33.567436,2010,3,8.8
-20.477655,-52.17083,2012,11,-4.75
41.61917,52.449493,2013,6,23.55
6.2908106,-58.666546,2013,12,2.99
-31.606382,47.50644,2012,4,4.08
-21.943209,17.410328,2012,10,4.84
40.14869,-41.474613,2013,10,14.3
-42.71924,-64.24529,2016,4,-6.8
39.872536,-2.884527,2013,10,11.54
11.243121,-35.217205,2009,6,10.85
64.61094,46.092197,2015,8,30.06
-28.847298,-9.715761,2009,7,7.1
-4.233598,-64.45847,2016,12,6.97
-35.171005,-71.352974,2015,2,9.61
58.56073,18.203676,2013,4,23.07
3.725133,-35.239086,2010,6,9.03
-22.758812,-65.77878,2016,7,1.87
29.593962,-2.7315385,2010,10,12.56
27.771772,-11.081509,2016,1,11.0
-8.123619,32.368877,2010,7,10.5
-43.995693,-64.87465,2016,7,-8.28
-15.934145,-6.873997,2014,8,8.34
34.100662,-38.47697,2014,12,15.22
-28.25675,-47.283848,2015,10,6.92
-56.16788,24.250721,2009,2,2.59
35.53789,-44.2929,2012,12,12.47
-37.084373,23.406744,2016,6,2.6
53.841087,47.004723,2013,1,24.14
-10.625244,21.189138,2016,12,7.36
-3.8352497,34.350483,2011,5,10.85
55.316013,-24.785173,2009,2,16.04
8.911398,0.1207955,2013,2,15.38
-43.112415,46.901863,2016,4,2.14
-38.69327,-13.161841,2013,10,4.1
24.681856,1.2493558,2010,7,15.1
36.499317,6.699126,2012,5,16.61
22.59181,-18.639397,2016,3,11.2
-54.385292,9.394333,2013,6,0.77
-45.476913,50.494408,2015,6,2.08
-57.98757,26.923693,2010,2,-4.05
54.363388,1.1473981,2010,5,17.09
24.988281,0.5919403,2009,8,12.88
0.55942667,-19.876385,2012,3,9.25
-58.769543,32.69163,2010,4,1.83
32.983265,-20.09923,2012,7,14.5
-3.7245781,-34.220413,2013,6,9.33
-25.109245,-24.74934,2010,9,5.68
6.613302,-63.449005,2016,10,5.66
-13.106624,-33.02732,2009,4,-0.16
61.616226,13.009118,2010,5,18.06
-9.519195,-49.31773,2010,11,3.93
-23.711777,44.68681,2014,6,5.95
42.7088,53.298885,2013,9,23.48
-84.40875,-3.0519176,2013,11,-5.09
15.865479,30.698963,2012,9,15.21
-17.055487,54.54336,2015,10,12.74
53.763187,6.6177115,2009,10,18.0
3.5179813,14.91972,2009,5,14.03
68.96491,-6.141108,2014,7,18.9
25.634491,18.888832,2010,9,15.08
-32.277996,-71.19525,2015,4,6.98
-7.225426,-32.248493,2013,1,8.21
3.15776,45.54212,2015,1,13.7
-83.53207,-1.8246756,2013,12,-5.85
-39.105534,11.5617285,2013,10,1.35
-65.29663,2.794668,2010,12,-4.0
-5.669748,-3.7051563,2014,1,10.14
-40.477154,-62.399334,2013,3,-3.11
-84.52778,16.500422,2012,6,-13.32
64.7825,-20.006649,2011,7,16.74
56.889942,24.606043,2009,2,21.6
25.568405,-41.20024,2011,10,12.21
47.300636,-34.818695,2014,7,15.0
-82.58705,16.74414,2012,10,-14.37
-8.621913,-46.626457,2011,9,4.01
-19.896109,-33.479385,2009,10,3.52
3.514365,15.627025,2009,5,12.26
36.737152,-24.357283,2014,9,19.72
-16.406574,-51.085457,2010,9,-1.19
38.629128,-3.6164129,2014,10,11.45
42.33503,-45.540688,2011,10,16.18
-6.8903327,-4.1870956,2015,1,7.72
61.082333,38.411175,2012,9,25.14
-10.300809,-2.05483,2016,3,7.12
-27.44847,-50.193687,2016,12,-0.47
-4.488968,4.0885534,2013,5,10.39
-8.459522,-72.2149,2016,10,2.31
10.478536,-25.865084,2015,10,9.5
25.695637,53.582817,2016,6,22.12
-44.95806,-62.213043,2016,6,-6.27
-47.84186,10.498827,2013,9,-0.37
-30.649984,-5.9655337,2010,7,5.67
-12.757951,-65.640594,2014,8,2.28
-51.930122,30.14443,2010,2,0.58
1.3986894,-21.920994,2014,2,7.09
19.176575,-26.753077,2015,4,9.54
-28.705061,-28.118479,2010,7,-3.77
-37.664433,45.132366,2016,1,11.03
-66.54058,24.980534,2010,3,-8.53
1.694266,-28.827717,2014,4,10.29
49.975746,-1.5545307,2013,4,14.93
34.91312,30.808655,2011,8,22.03
21.627777,-24.409363,2016,1,10.0
42.13974,-34.41088,2013,8,17.46
-21.379116,-29.102154,2010,5,4.38
-3.8551223,-2.1782336,2013,4,10.53
-68.35165,28.22796,2009,2,-3.92
-11.29751,-55.427734,2009,12,1.42
-11.250388,-62.877,2015,12,1.05
36.48496,-5.5865273,2013,11,10.57
-51.048203,1.2022902,2015,4,-2.21
-35.80497,-14.623204,2012,7,6.99
27.61762,7.957687,2009,7,15.46
-17.14595,-58.08394,2011,12,-1.41
36.142937,-0.15344344,2012,6,14.39
-4.7100425,2.0636573,2014,4,9.68
36.95634,6.7151785,2012,6,17.96
-36.665703,-24.758532,2010,10,8.2
-1.1031163,-40.82304,2013,9,10.66
59.99741,28.708761,2013,1,29.14
56.548717,-17.868504,2010,3,20.63
51.563255,9.201263,2009,10,20.61
71.60529,-6.193564,2015,8,19.88
-40.864864,-3.2480178,2009,3,-1.9
-69.40561,28.559029,2009,3,-7.29
61.99917,-10.086622,2015,4,22.77
75.19014,3.002123,2013,7,17.98
47.436626,-28.872335,2016,3,15.65
-36.625107,-4.5209613,2009,6,2.19
-11.55271,-30.806416,2009,1,2.99
-38.642277,-3.9246054,2009,7,-1.36
31.500349,-22.64612,2014,5,13.23
58.215553,3.689572,2011,2,18.98
67.626816,43.99919,2015,12,27.67
40.380512,14.906667,2014,2,14.21
-19.333855,-21.652458,2010,12,11.6
65.25485,29.872015,2010,5,24.99
26.726435,-51.98942,2009,11,10.95
52.908733,27.945124,2011,6,24.23
49.069527,35.1547,2016,8,23.86
-11.264106,-33.286205,2009,2,0.97
60.88703,-25.889622,2010,5,17.11
-40.33167,-63.156742,2013,4,-3.76
21.536982,53.587776,2016,9,19.43
-21.199757,-11.619131,2014,12,7.5
-19.790953,-33.424316,2009,10,3.3
0.1179766,28.109175,2010,10,9.45
4.594491,15.769219,2009,6,14.7
3.2819362,-34.38722,2012,6,9.44
27.77336,-34.27855,2016,9,14.14
33.20635,-26.08171,2015,8,12.8
8.988741,-0.32017177,2013,2,13.93
35.641045,3.6370916,2010,6,13.97
-58.830235,9.526802,2012,5,3.82
-24.944847,-42.434383,2009,12,-0.01
-1.8586622,-8.6748705,2013,2,8.04
-5.6262155,-37.730984,2011,7,5.38
68.14227,8.687608,2012,4,18.71
-9.078844,31.008038,2011,8,4.58
15.817376,-27.008686,2015,4,8.84
-19.373781,-9.210378,2014,11,7.63
59.807785,-7.2432218,2014,4,21.9
-46.04884,17.27574,2012,3,3.6
65.37171,1.9674976,2012,3,20.72
31.373959,-39.75394,2013,12,11.84
-10.904612,-42.44619,2013,6,1.0
-19.10218,23.202065,2012,12,12.89
-11.651201,36.527298,2010,5,8.24
64.624626,3.1884735,2013,5,18.71
32.930916,2.9662952,2009,8,15.56
-58.21296,11.845133,2013,4,1.21
37.47151,-7.1473293,2013,12,12.95
-44.707954,7.7960806,2011,7,4.34
53.912277,26.81534,2009,4,23.59
-70.41306,17.015638,2011,2,-5.07
-38.563805,21.462664,2016,7,6.7
-12.316193,-12.296337,2015,3,8.66
40.712887,53.819218,2013,7,23.63
-49.63913,2.6501257,2016,2,-1.14
-10.714467,-2.6268222,2016,3,8.34
28.220886,-30.635658,2016,9,13.0
-32.178364,28.493114,2012,7,3.39
41.654842,7.46873,2016,9,18.44
34.939693,-46.11417,2010,11,12.22
-2.7480812,41.157784,2012,6,6.69
-51.912342,11.217164,2016,5,-2.74
-4.23396,34.670113,2011,5,13.89
-81.97845,2.597774,2010,10,-5.08
-51.846527,50.729935,2015,7,0.12
54.900448,-5.2334127,2014,3,18.44
60.516857,24.439219,2013,2,24.82
36.544548,-46.011017,2011,12,14.58
-81.99839,4.2431903,2010,8,-8.06
-63.283234,43.070824,2011,7,-1.72
29.542694,50.130547,2016,4,19.34
15.818157,-22.721067,2012,2,10.72
25.36613,-30.469069,2015,9,10.92
69.884605,-6.4563465,2014,8,17.53
-17.856207,-59.362316,2013,12,-0.05
-11.406059,-45.626083,2011,8,4.16
-36.170776,15.283221,2016,12,3.63
-27.52811,-13.938086,2009,11,7.72
-15.489409,-62.57438,2016,9,3.48
11.589368,-14.22622,2009,1,9.33
-46.990265,-18.780466,2016,10,3.28
75.22205,-15.185183,2014,11,19.86
71.75432,-1.5322747,2013,7,20.13
-20.731108,-63.527847,2013,12,3.46
51.796753,-23.809578,2011,1,13.47
-37.812923,-65.42474,2014,4,0.02
34.002758,-41.351536,2010,12,16.87
-7.253668,-57.561367,2011,9,2.77
-6.6590047,-26.053217,2011,3,6.61
-15.469716,51.710934,2014,9,11.42
-16.660685,-53.50161,2010,9,-1.42
5.676432,49.86785,2015,4,17.45
44.275818,3.770199,2016,10,20.03
52.21421,10.745072,2011,10,23.6
33.944466,17.384014,2015,8,15.1
-83.129814,14.18359,2012,11,-10.38
-8.504939,-61.55988,2014,11,2.91
55.6061,-24.752993,2010,3,15.05
6.8965316,-52.08092,2012,11,8.73
48.57764,22.010702,2016,5,20.59
-49.227417,2.662536,2016,2,-0.48
14.16928,21.457453,2010,12,11.47
36.777836,-48.59947,2010,10,14.18
-12.75785,39.224636,2010,3,10.6
-19.491713,-13.086441,2014,12,8.66
-28.479431,51.72182,2011,4,3.43
66.17341,33.39083,2012,3,24.05
-16.688585,-29.156752,2011,5,1.62
-45.82742,19.084068,2014,1,0.28
-38.593334,38.281277,2012,2,6.92
54.431107,22.05435,2011,7,25.98
-24.393633,1.6737487,2010,7,4.17
9.994798,-56.373024,2013,11,6.72
59.507683,24.758085,2012,2,24.63
37.095734,26.029055,2010,4,21.27
52.52992,-2.4726942,2016,7,17.65
4.472529,30.966417,2016,5,9.63
-14.424542,-57.46108,2009,10,0.29
-5.0164146,21.24491,2010,3,8.17
52.185257,18.185238,2016,8,22.1
39.936134,50.5296,2013,6,19.69
-68.75644,4.166253,2010,9,-6.78
-63.210125,25.135937,2009,4,-1.44
44.01884,51.008274,2014,7,21.25
45.17364,2.176935,2014,9,18.75
53.498272,29.441679,2013,3,21.66
-31.612623,50.863106,2015,1,2.8
-25.459417,-13.408548,2011,11,9.45
-15.444287,29.840626,2012,5,6.28
53.84694,47.441605,2014,1,24.99
-68.559906,29.371147,2009,1,-5.43
-18.205774,10.75411,2013,8,5.32
-5.105841,-55.447575,2009,9,5.11
-31.24709,-47.39449,2016,11,1.09
-17.839525,23.544716,2010,9,10.86
-13.777617,-28.006327,2012,4,1.4
10.278702,6.1468005,2010,5,12.02
-60.135338,-4.3675265,2013,8,-2.81
-43.47904,14.380543,2012,7,-0.57
-35.395718,42.639027,2013,1,6.59
-38.508884,30.68966,2016,7,4.65
-10.160214,-72.92071,2016,7,3.17
-22.231777,-56.491375,2012,8,-8.05
-57.53842,11.880907,2013,5,0.51
-47.721157,-15.855689,2016,11,3.33
33.577343,49.487255,2011,8,20.55
25.073624,-20.753311,2016,3,13.42
-49.59236,18.995964,2013,1,-2.74
-52.87761,-8.227232,2012,10,2.29
62.966644,-1.8565781,2014,3,16.25
-5.0813136,12.5526085,2013,1,10.09
-5.2984786,-9.927671,2012,3,5.93
56.97027,-29.68605,2009,7,16.26
9.001587,20.14259,2009,12,12.69
18.395683,43.90646,2014,10,17.39
6.4394064,-64.21194,2016,10,5.47
41.782623,-1.7810352,2013,9,14.14
-37.57907,36.591343,2014,1,2.43
54.066795,-20.34613,2013,2,17.43
-37.614616,19.144724,2016,7,-1.22
-83.190186,13.994898,2012,11,-10.34
42.863754,22.396759,2016,4,19.05
-42.917423,45.520508,2016,4,3.99
72.49776,-1.0929167,2014,8,20.83
-79.90871,-2.3131573,2013,11,-2.07
63.241013,-19.074877,2009,8,17.68
2.389899,-51.190094,2012,11,6.5
57.44503,15.976233,2013,3,19.91
-22.801516,36.265842,2012,9,6.75
-52.80704,9.240336,2016,7,3.31
-11.660205,51.356136,2014,12,13.52
-13.4552355,32.688644,2009,4,9.71
-46.914974,42.794872,2013,4,5.99
44.914383,-37.80739,2012,8,14.72
20.798695,12.156433,2015,6,15.24
20.442053,43.068623,2015,8,17.1
-74.855865,-0.2366543,2010,11,-5.74
-31.58866,38.84982,2015,1,11.41
