PC1,PC2,year,month,T (degC)
1.403430154973228,-0.7848185565611763,2011,8,12.86
1.3576059749905878,-0.7880203416243208,2011,8,12.64
1.3938458179284081,-0.6154595490562859,2011,8,12.78
1.4382166083162973,-0.2933035027834518,2011,8,12.92
1.4633156120111868,-0.2139697987464153,2011,8,13.04
1.5568217439345673,0.9432305714876831,2011,8,13.15
1.4731742510947277,-0.4805462221265415,2011,8,13.04
1.4526061471995955,-0.08332123644611497,2011,8,12.82
1.3567005656011302,-0.7484004176800305,2011,8,12.5
1.3128325854134477,-1.3312445103064712,2011,8,12.37
1.3039846981556238,-0.9256351522514439,2011,8,12.2
-0.439286007662681,-0.48397398070929504,2011,8,8.17
-0.4047306083614515,0.17878989067429146,2011,8,8.23
-0.4195076256157881,0.13235262571251655,2011,8,8.24
-0.4526014725452754,-0.0651785739828563,2011,8,8.18
-0.44741550079307923,0.4342633974358585,2011,8,8.12
-0.4525773275756069,0.41012820310222586,2011,8,8.11
-0.4649962849648064,0.2626773998149229,2011,8,8.07
-0.490717685205754,0.13847061660737897,2011,8,7.97
-0.5498784581263613,-0.12990402423832176,2011,8,7.8
-0.5682966466708655,0.17024989793503437,2011,8,7.68
-0.6081676627757022,-0.24817391597005928,2011,8,7.62
-0.6524650704672261,-0.27257958857330855,2011,8,7.51
-0.6427393036873462,-0.0616595680906831,2011,8,7.47
-0.6219864012783253,0.9457413579080501,2011,8,7.37
-0.770167712292699,-0.08794319986544022,2011,8,7.12
-0.8163663107884453,-0.17818537420244343,2011,8,6.92
-0.8528050028250556,-0.2790380793215084,2011,8,6.83
-0.8812353286245934,-0.40951503668913514,2011,8,6.77
-0.889170776662412,-0.13008006047885928,2011,8,6.73
-0.9056241755483226,-0.3237053847384751,2011,8,6.72
-0.8856214653180009,-0.11056312054679442,2011,8,6.7
-0.8849839594479318,-0.44375126609670645,2011,8,6.73
-0.8713790537868292,-0.5364300349001269,2011,8,6.79
-0.8705120650500479,-0.5098857081096292,2011,8,6.77
-0.868032992672911,-0.5298716191278859,2011,8,6.76
-0.8955468207286463,-0.8552399931468073,2011,8,6.71
-0.8387475954559331,0.016728976277805382,2011,8,6.78
-0.8550067351523806,0.10262133932138127,2011,8,6.84
-0.864665838419271,-0.12463049310634082,2011,8,6.84
-0.8961324558041871,-0.05209297390916991,2011,8,6.76
-0.9444009036364439,-0.3477306176909351,2011,8,6.65
-0.965822693119237,-0.5533224393633778,2011,8,6.57
-0.9678325894742269,-0.7685418382697017,2011,8,6.55
-0.9447385168595642,-0.430679266697749,2011,8,6.46
-0.9152391679572828,-0.26438528824111446,2011,8,6.44
-0.9105240527110608,0.32244981142858814,2011,8,6.35
-1.0254643592972599,-0.2974237703851043,2011,8,6.02
-1.0186711255023653,0.2340940564760156,2011,8,5.86
-1.0517139422680528,0.4367167450133981,2011,8,5.78
-1.1080156055712809,0.1348110992736623,2011,8,5.65
-1.1100594684394518,0.595122891089036,2011,8,5.57
-1.2030066663269277,0.07457528666707464,2011,8,5.41
-1.2413986526969856,0.14735387704590872,2011,8,5.23
-1.2813597107533288,0.22540234037402848,2011,8,5.08
-1.3237683090932566,-0.5301062890442558,2011,8,5.04
-1.3224612790087427,-0.6729093252727631,2011,8,5.06
-1.3111158461067978,-0.6608757158838604,2011,8,5.1
-1.3220014303095589,-0.37478219482455793,2011,8,5.06
-1.29574833749793,-0.3949146224974284,2011,8,5.1
-1.2924179120411439,-0.857348350209752,2011,8,5.15
-1.2404804778682565,-0.6039958322402699,2011,8,5.28
-1.21115809426359,-0.40085528210302285,2011,8,5.39
-1.1938259008544694,0.017519898389415894,2011,8,5.42
-1.162588689348987,-0.10003911357764733,2011,8,5.55
-1.1184497486690446,0.205880544778449,2011,8,5.67
-1.1009663324325187,0.043103569799059605,2011,8,5.8
-1.1167623777217017,-0.19705299814279245,2011,8,5.81
-1.1383002322855913,0.011706098241998945,2011,8,5.73
-1.0595529332683529,0.3907605007893247,2011,8,5.93
-0.8747793001683678,0.6217832600874105,2011,8,6.49
-0.7798868836863478,0.6519743831900888,2011,8,6.86
-0.9738825667899671,-0.3525318365139628,2011,8,6.35
-1.033893671495272,-0.40446639108521565,2011,8,6.1
-0.942233659476654,-0.701968796275998,2011,8,6.45
-0.7004716650594115,-0.4276190171892662,2011,8,7.23
-0.4969735266002725,0.925865797043595,2011,8,7.87
-0.6075970539213243,1.0031992221231791,2011,8,7.64
-0.5671199461431393,1.0044552101733069,2011,8,7.79
-0.6241683226932142,0.5696095528565766,2011,8,7.82
-0.652715370071325,0.6211460143905428,2011,8,7.66
-0.7092345114256857,0.28510293902781275,2011,8,7.53
-0.685606623773725,0.494360024753069,2011,8,7.55
-0.7504796457145989,-0.010027880094643232,2011,8,7.2
-0.6473558831082036,-0.10608021597296631,2011,8,7.59
-0.5657367210639029,0.017466368227530636,2011,8,8.07
-0.6066183594832221,0.3205492493275466,2011,8,7.94
-0.3434998578995284,0.2348393120906301,2011,8,8.93
-0.36910540470483916,1.0012296194080652,2011,8,8.94
-0.45033855930858746,0.7479447161782963,2011,8,8.59
-0.49428626655876823,0.526291657304102,2011,8,8.53
-0.44339897689478047,0.8027025090162292,2011,8,8.7
-0.19036155598392027,1.3077619135282328,2011,8,9.57
-0.1493896173897892,1.359712052582148,2011,8,9.88
-0.0325284292838741,1.3772341008606184,2011,8,10.15
-0.14893672309832087,1.5288116296477783,2011,8,9.68
-0.21493366753223345,1.7896316194796402,2011,8,9.46
-0.2484763686471244,1.9517194072526223,2011,8,9.45
-0.17644654822244357,0.6536643488972453,2011,8,9.99
-0.205532784372898,1.3556514240022324,2011,8,9.74
-0.23858358201369867,1.680732592957858,2011,8,9.4
-0.16781528608164611,1.9606608662336118,2011,8,9.58
-0.3921027752569745,0.8872813540413123,2011,8,8.96
-0.2581890757601987,1.2933431654040504,2011,8,9.38
-0.40014788448547606,1.4073513618848645,2011,8,8.79
-0.5429419072256833,0.9324911381810053,2011,8,8.16
-0.8667116673275632,0.28714172932188736,2011,8,6.71
-1.102233117579623,-0.12341683741383923,2011,8,5.75
-1.1550927904526025,-0.13131237492295855,2011,8,5.5
-1.1476721884331909,0.12084344563560567,2011,8,5.49
-1.154131448471178,-0.3071710635577035,2011,8,5.52
-1.0341691263598067,0.22784877070310697,2011,8,5.92
-0.9865229583496417,0.7544582004550575,2011,8,6.07
-1.0221658850500133,0.8409645006284472,2011,8,5.95
-1.0697902288872336,0.3716221541354822,2011,8,5.85
-1.0881016312200433,0.3820912498622865,2011,8,5.78
-1.1330966930542594,-0.11147121293634721,2011,8,5.73
-1.1444691421201725,0.053836270450039025,2011,8,5.66
-1.1276914318063336,0.5778681468305612,2011,8,5.64
-1.152688786090242,0.053279484570783055,2011,8,5.65
-1.1738499265033366,0.15991940231019336,2011,8,5.55
-1.152133356179574,0.5023163999196912,2011,8,5.56
-1.1330975800214487,0.38017996912299856,2011,8,5.7
-1.1277557552752373,0.30278859059166374,2011,8,5.8
-1.1402103266654586,0.5662786365081582,2011,8,5.73
-1.162730199332249,0.5377532094524954,2011,8,5.67
-1.1630630257528363,0.8893143938449974,2011,8,5.61
-1.2107228450118264,0.656487063309769,2011,8,5.48
-1.2564360419622207,0.9414276551890131,2011,8,5.25
-1.3183045486695617,0.6511753205679448,2011,8,5.09
-1.351844135713464,0.5946859192837172,2011,8,4.98
-1.3821358389000293,0.5814944366600984,2011,8,4.85
-1.4251483383571344,0.35582215929979155,2011,8,4.73
-1.4546470167942764,0.1621193382995587,2011,8,4.65
-1.478322942040672,0.08621317588118077,2011,8,4.58
-1.4826881908634426,0.1952156301551685,2011,8,4.54
-1.481386007224846,0.18807174603087445,2011,8,4.56
-1.4945188804369491,0.12071578628210894,2011,8,4.51
-1.4890771971435905,0.5771616795392012,2011,8,4.44
-1.4792128569934264,0.5723159953954632,2011,8,4.5
-1.4327693061610112,1.010017808079106,2011,8,4.6
-1.4229526282351486,0.7093700671567319,2011,8,4.7
-1.3837197604055895,0.9140943697364589,2011,8,4.8
-1.3336253482622056,1.1075333641653065,2011,8,4.91
-1.3031199371421571,1.1227694475787813,2011,8,5.03
-1.2819628190588477,1.0390906698839883,2011,8,5.11
-1.2326460681851652,1.6052918919082209,2011,8,5.19
-1.254797384334619,1.2989034538889972,2011,8,5.16
-1.2985218564246375,1.0607969637336387,2011,8,5.04
-1.318391896656012,1.1097596597913448,2011,8,4.97
-1.3571469957468192,0.8830028219499907,2011,8,4.89
-1.3539309098330587,1.1432939744345363,2011,8,4.84
-1.3715014287353628,0.9408103031728695,2011,8,4.83
-1.392473629093331,0.9925510575846365,2011,8,4.77
-1.4084237329065215,1.085249444631515,2011,8,4.71
-2.1045652765245615,-1.7426449536062716,2011,8,2.94
-2.118824824285435,-2.0495971215099957,2011,8,2.95
-2.114927769125748,-1.9141141224973512,2011,8,2.95
-2.140586244311913,-2.059058313185411,2011,8,2.88
-2.1223051956695334,-2.2130412696256982,2011,8,2.96
-2.1601275174740557,-1.9984954454843815,2011,8,2.82
-2.2049896894400542,-1.7977043747342534,2011,8,2.62
-2.2435430459517556,-2.277712109690504,2011,8,2.57
-2.2080383864178983,-2.238789364138357,2011,8,2.67
-2.1647637076453683,-2.49704214039027,2011,8,2.84
-2.1347582510105787,-2.4103393682432084,2011,8,2.99
-2.1691708836988552,-2.06851356689242,2011,8,2.8
-2.2116850718046357,-1.6541622399781708,2011,8,2.57
-2.2520716205255833,-1.574698338100249,2011,8,2.41
-2.28615921574266,-1.7447129040219422,2011,8,2.32
-2.3271350207217445,-2.1536551369507144,2011,8,2.26
-2.308681047226993,-1.8925129643075718,2011,8,2.28
-2.3453646877953287,-1.6428430364135096,2011,8,2.12
-2.348409335179797,-1.256097000766605,2011,8,2.03
-2.384782128321221,-1.5880860511180726,2011,8,1.97
-2.4264267822199406,-1.6225625278891598,2011,8,1.83
-2.4547754692275086,-1.3994984483910136,2011,8,1.7
-2.475961589124268,-1.8083585175583614,2011,8,1.7
-2.477452514626126,-2.01858441503462,2011,8,1.73
-2.4678625410226678,-1.8138187183185301,2011,8,1.71
-2.480617902391591,-1.8528870209400314,2011,8,1.66
-2.4836993582608393,-1.897866050126044,2011,8,1.67
-2.4832990250027596,-1.9427224633280773,2011,8,1.68
-2.520247036259897,-1.7739942589122242,2011,8,1.53
-2.560145160495814,-1.7156606437829849,2011,8,1.39
-2.5374248585585795,-1.3967730486692023,2011,8,1.39
-2.558674735486085,-1.3988695594811016,2011,8,1.33
-2.576049445485019,-1.559207552104261,2011,8,1.3
-2.598390825351296,-2.020991958516674,2011,8,1.3
-2.615194971436489,-1.737708946247382,2011,8,1.19
-2.625484014997229,-1.556820608862803,2011,8,1.12
-2.6713316251406654,-1.4578304267623903,2011,8,0.93
-2.7060339819219963,-1.1915102472531958,2011,8,0.76
-2.7261726849365546,-1.4025431136975337,2011,8,0.72
-2.73441538852857,-1.411903099416355,2011,8,0.7
-2.756158458681652,-1.4961064033350837,2011,8,0.64
-2.799202400928907,-1.5022366598341859,2011,8,0.49
-2.8334469297526597,-1.2626850123190012,2011,8,0.3
-2.854330976484739,-1.4477802249502485,2011,8,0.26
-2.8469316284466606,-1.5625456451509734,2011,8,0.31
-2.870893445818737,-1.7491350590021058,2011,8,0.26
-2.8838174263399727,-1.6626574129217426,2011,8,0.23
-2.889478747439889,-1.5423403838282927,2011,8,0.19
-2.8386481878512106,-1.7603671056607457,2011,8,0.38
-2.8621492052251267,-1.8498184014075945,2011,8,0.31
-2.8287541715919806,-2.0882584062285825,2011,8,0.47
-2.762213195282361,-1.8293363573860841,2011,8,0.66
-2.797033634382405,-1.9321912504616994,2011,8,0.54
-2.7503137963008513,-1.8476568063236392,2011,8,0.69
-2.769394852415254,-1.6539082248740378,2011,8,0.57
-2.787361116192778,-1.3392857284823916,2011,8,0.46
-2.7689497176620095,-1.3497703200641407,2011,8,0.52
-2.6896278336495514,-1.9248786357741348,2011,8,0.9
-2.668366632393769,-1.8490038117728482,2011,8,0.95
-2.6689343889763006,-1.9106728195659373,2011,8,0.95
-2.564841857298233,-1.7362151387700355,2011,8,1.25
-2.4361088175080288,-1.9968856242476303,2011,8,1.73
-2.270270388292288,-2.0734486621109345,2011,8,2.3
-2.214737376306051,-1.932678799697055,2011,8,2.44
-2.1125086763147864,-2.104274433175471,2011,8,2.81
-1.981473898350223,-2.175202147867054,2011,8,3.25
-1.8886875517738437,-1.9667645063335972,2011,8,3.5
-1.8117936714696525,-2.0794313090508347,2011,8,3.76
-1.606087776735505,-2.153604970383632,2011,8,4.4
-1.529677358746267,-2.1332797220435316,2011,8,4.65
-1.434517363985831,-2.0752796047165436,2011,8,4.93
-1.30390046831346,-2.219961854177995,2011,8,5.36
-1.24855832845154,-1.8692522318115148,2011,8,5.49
-0.9055501267776312,-2.309714913982181,2011,8,6.46
-0.56735451602042,-2.2881131544721227,2011,8,7.4
-0.3191222138221926,-2.398399664937449,2011,8,8.09
-0.06822314246291097,-2.3157405135037523,2011,8,8.77
0.1989894801003162,-2.400330119526692,2011,8,9.56
0.4064515832380932,-2.443825080625255,2011,8,10.21
0.19347155478095765,-1.5984185604075394,2011,8,9.77
-0.11239332348558385,-0.8844033519929317,2011,8,8.9
-0.19845555010012977,-0.7831258209438268,2011,8,8.71
-0.22295418730430988,-0.7362291768222783,2011,8,8.85
-0.18741789537120745,-0.42537964440804527,2011,8,9.16
-0.10638542918032623,0.018234004838898248,2011,8,9.48
0.007081276382719229,0.0640276530447885,2011,8,9.77
0.009615901913341844,-0.2579008130477388,2011,8,9.67
0.06488064830226821,0.0910581710534345,2011,8,9.76
0.029580005111922755,-0.07732344796332019,2011,8,9.68
0.008307307475670364,-0.024620136609995884,2011,8,9.63
0.009348775925907991,-0.20840912828073196,2011,8,9.68
-0.045761659998669775,-0.1646742487230439,2011,8,9.5
-0.08000839512941052,-0.1339731492283838,2011,8,9.36
-0.12111078644670724,-0.2505157771149353,2011,8,9.26
-0.17655886671685295,-0.5418866535215529,2011,8,9.11
-0.21593248968275652,-0.21438667621804655,2011,8,8.9
-0.2789312706531446,-0.4660607385576388,2011,8,8.6
-0.30910527860682663,-1.268865508651936,2011,8,8.62
-0.29814276507673243,-0.7790267025182902,2011,8,8.58
-0.3758401073536248,-1.2550912548639714,2011,8,8.41
-0.3901211898343944,-1.0700388179478069,2011,8,8.32
-0.40418951922864516,-0.9880558162349581,2011,8,8.3
-0.5517444309712908,-1.6501419655398935,2011,8,7.9
-0.5393709412888559,-0.9756479969958144,2011,8,7.76
-0.48322199345779776,-0.7693546481188398,2011,8,7.95
-0.5659301388364144,-1.0899129936156944,2011,8,7.76
-0.6059876635531093,-1.4132470856447592,2011,8,7.7
-0.618754517201568,-1.646102650624381,2011,8,7.65
-0.6523754204344647,-1.7108706192633583,2011,8,7.58
-0.6388625177590797,-1.4527429068348114,2011,8,7.53
-0.5348080380630184,-1.2446239226441425,2011,8,7.93
-0.5401872316020603,-1.4175234532200371,2011,8,8.0
-0.5831587640954874,-1.185570596003202,2011,8,7.8
-0.7789718523496836,-1.5651580136336805,2011,8,7.22
-0.9288911533055848,-1.6433011912229214,2011,8,6.65
-1.0113255148592075,-1.6551488481346144,2011,8,6.32
-1.0610589863212638,-1.5965529405619359,2011,8,6.14
-1.1539917414185128,-1.5641184768484067,2011,8,5.84
-1.2525135465263912,-1.2777830965777712,2011,8,5.46
-1.3182587098366663,-1.3402030352103884,2011,8,5.21
-1.287540769201617,-1.7639753180622513,2011,8,5.31
-1.3720898486080242,-1.7741789333254718,2011,8,5.04
-1.3697147779254129,-1.9391047755237378,2011,8,5.06
-1.4147682363780743,-1.8871684759823626,2011,8,4.91
-1.411406451915231,-1.309120047335426,2011,8,4.81
-1.4377752358582432,-1.316670777047202,2011,8,4.71
-1.35805312474893,-1.1031784362995507,2011,8,4.88
-1.2806033036643139,-1.0942875358305646,2011,8,5.14
-1.2004274104812205,-0.9505102996933447,2011,8,5.47
-1.191746486092924,-0.37939960512675147,2011,8,5.5
-1.196294712101913,-0.5678063898080568,2011,8,5.55
-1.3010812133468344,-0.9409204909918315,2011,8,5.3
-1.3904305031435629,-1.1026848245740455,2011,8,4.98
-1.5564744312175893,-1.3043630648112212,2011,8,4.54
-1.9405732788682262,-0.97558118096563,2011,8,3.23
-2.068541585596374,-1.1590742100989595,2011,8,2.74
-2.023391303126768,-1.558407006707532,2011,8,2.9
-1.9927355819262076,-1.9841747083873045,2011,8,2.99
-1.9726511282006383,-1.6545200653021888,2011,8,3.01
-2.086603631822266,-1.4578167287168486,2011,8,2.61
-2.1482205519045925,-1.6906413937154445,2011,8,2.44
-2.1912784729849135,-1.5160779343317488,2011,8,2.25
-2.218121663413255,-1.7206024755966456,2011,8,2.16
-2.249911641209999,-1.2298518558685674,2011,8,2.05
-1.8870252286731173,1.6774682459391956,2011,8,3.61
-1.8964682387940013,1.7286715379812658,2011,8,3.55
-1.827500924066989,3.020828925269551,2011,8,3.59
-1.858174304569804,2.451036117163803,2011,8,3.59
-1.7877782598611114,3.4414657814281577,2011,8,3.7
-1.8660236139406732,1.9593703764523942,2011,8,3.67
-1.7889689140338403,3.0825592899163246,2011,8,3.74
-1.8702826260928245,1.7903237983178237,2011,8,3.7
-1.911670324224664,1.500047462506243,2011,8,3.62
-1.8504720837671766,2.185227118891256,2011,8,3.73
-1.8510917397924538,1.56943617123674,2011,8,3.88
-1.7912522473104138,2.345358055841001,2011,8,4.02
-1.751254373546078,2.496705958459331,2011,8,4.15
-1.7446720593240588,2.753513725201599,2011,8,4.11
-1.765838283704701,2.2571718909508434,2011,8,4.19
-1.6875038298914804,3.514759370917934,2011,8,4.29
-1.7095080343351718,3.082583936742565,2011,8,4.23
-1.8247841384098253,2.0010849471204395,2011,8,3.89
-1.7962705167209283,2.9355845523101367,2011,8,3.84
-1.8321055128694645,2.4749377230340426,2011,8,3.86
-1.805003328829959,3.1162069394893424,2011,8,3.83
-1.8072670470594239,3.1660261706730117,2011,8,3.83
-1.834923747613082,2.637920931218992,2011,8,3.82
-1.8336635334611862,2.7510946091425175,2011,8,3.78
-1.7782575785848862,3.195919466366434,2011,8,3.94
-1.800921874928013,2.804766807100996,2011,8,3.98
-1.8064143516881292,2.726405645376994,2011,8,3.98
-1.758436123641641,3.345945923227081,2011,8,4.03
-1.8073442952225613,2.26509610828212,2011,8,4.07
-1.7665031086040288,2.720080799895972,2011,8,4.09
-1.7785239438829488,2.2429308473176865,2011,8,4.16
-1.720196260288538,3.260785163686303,2011,8,4.18
-1.7282175961393675,3.1464082415071224,2011,8,4.14
-1.7794496311874932,2.1516059086921775,2011,8,4.16
-1.759713584298707,2.4961341935898718,2011,8,4.17
-1.7723507633900406,2.0258233314202854,2011,8,4.24
-1.7727934320455168,1.6471156031414884,2011,8,4.3
-1.6960751860176335,3.0362953350253568,2011,8,4.25
-1.7521189409027718,2.302571539922305,2011,8,4.16
-1.7803886628335615,2.2568664438151576,2011,8,4.03
-1.8304590070550566,1.5547384584192445,2011,8,3.97
-1.7847626753789652,2.411559688295156,2011,8,3.97
-1.824677426063212,1.486865165624685,2011,8,4.02
-1.8064674977468005,1.4114683489402229,2011,8,4.16
-1.7602935130958441,1.8050796630474129,2011,8,4.29
-1.765797177380871,1.4887009994773868,2011,8,4.36
-1.7291405466796748,1.8816886243822448,2011,8,4.43
-1.7469270630384908,1.6617439648831935,2011,8,4.44
-1.7698019828671887,1.0945755332005522,2011,8,4.49
-1.7748065462475329,1.1622164492729123,2011,8,4.5
-1.8032716667735984,0.7286848831572027,2011,8,4.5
-1.7625064719954393,1.5616445868476976,2011,8,4.5
-1.7544527679145823,1.5579643456185635,2011,8,4.56
-1.7817262727295957,0.9753787496878046,2011,8,4.6
-1.7544598610298834,1.5419795161967593,2011,8,4.63
-1.7918059655787644,1.006990819744294,2011,8,4.63
-1.7934616565961243,1.0571635357849234,2011,8,4.64
-1.8202550598223377,0.8397093704843842,2011,8,4.59
-1.7810114230462077,1.563708060055108,2011,8,4.59
-1.7200692881275328,2.129066760991598,2011,8,4.73
-1.7300031259667534,1.770098983034718,2011,8,4.77
-1.7534810164427104,1.3659082427811646,2011,8,4.77
-1.7803032453569418,1.3429779505089847,2011,8,4.71
-1.7800383732532832,1.1884706246676942,2011,8,4.75
-1.753811767269968,1.2583188835607828,2011,8,4.86
-1.7206687688481672,1.731815005866736,2011,8,4.89
-1.7110403528719238,1.4337704822345165,2011,8,4.96
-1.7389418725640955,1.7081695261763015,2011,8,4.81
-1.7910510614188864,0.9988846601732042,2011,8,4.78
-1.7809839754327903,1.1451843637228538,2011,8,4.82
-1.7756002622689384,1.442373719239066,2011,8,4.82
-1.7526165931461777,1.7070997340050709,2011,8,4.9
-1.7284083350554686,1.6376026473389058,2011,8,4.98
-1.668673412169925,2.3073975611131257,2011,8,5.09
-1.6513396408341905,2.465989865422305,2011,8,5.13
-1.7164502316908439,1.871109883459528,2011,8,5.02
-1.7274590060292718,1.879668686021641,2011,8,4.99
-1.7711596231067281,1.3989918094686795,2011,8,4.95
-1.753534090883988,1.9614242986417518,2011,8,4.91
-1.7854723666043286,2.102149185831354,2011,8,4.8
-1.7925455711339622,1.934038921530655,2011,8,4.8
-1.792117630927391,2.5793190274364557,2011,8,4.73
-1.8079528411720018,2.553051785890125,2011,8,4.65
-1.847912397871812,1.9946461256493024,2011,8,4.59
-1.8651407609036963,1.6755256105260812,2011,8,4.57
-1.790356188553558,2.9994550571526375,2011,8,4.6
-1.822200088350494,2.313029890181195,2011,8,4.62
-1.81275687245504,2.5883190632934565,2011,8,4.55
-1.8353819161886786,2.3897786046388343,2011,8,4.48
-1.8585302619854853,2.2113835547295597,2011,8,4.4
-1.8529503864096386,2.3970882949589507,2011,8,4.33
-1.8880824678281127,1.8166100227041966,2011,8,4.29
-1.883340691516297,2.079684360790872,2011,8,4.24
-1.8836478300316088,2.0653184123346433,2011,8,4.23
-1.8833970202589196,2.1156643725365503,2011,8,4.19
-1.8667661041561863,2.434231348952212,2011,8,4.16
-1.8368048899299663,2.9037407696805464,2011,8,4.15
-1.829607545751182,3.069311146461689,2011,8,4.12
-1.8253026640877714,2.9082422102883116,2011,8,4.14
-1.8289465553749238,2.526684708720202,2011,8,4.15
-1.806286001869606,2.7935433784683914,2011,8,4.14
-1.7270639792950198,3.812217282029666,2011,8,4.14
-1.7209196987973991,3.4220185676970876,2011,8,4.17
-1.715261927423835,3.497743247337106,2011,8,4.17
-1.7292534417972956,3.052935718616336,2011,8,4.15
-1.749642076818998,2.2811851122985347,2011,8,4.19
-1.7716220484660388,1.5895030923803655,2011,8,4.23
-1.7418596894052534,1.6117713703094827,2011,8,4.3
-1.7000374418552255,1.8913582540144036,2011,8,4.35
-1.6935678920661361,1.9908692882511663,2011,8,4.33
-1.6851070163136084,2.061259006545561,2011,8,4.31
-1.6669329482788264,2.0819526855817454,2011,8,4.34
-1.6602573792571211,1.9378276210266823,2011,8,4.36
-1.630470126715713,1.9018113078013081,2011,8,4.45
-1.599277441020518,2.128304023152852,2011,8,4.48
-1.5240475646828961,2.6593931553478023,2011,8,4.64
-1.3581899197655039,3.6253935030079436,2011,8,5.15
-1.3441468047976417,3.379792192593123,2011,8,5.25
-1.2937927833825746,4.228123856114073,2011,8,5.27
-1.2887275637690936,3.9100446111613665,2011,8,5.36
-1.2434671783866549,4.301568577665497,2011,8,5.43
-1.1941553619463794,4.7380426080303275,2011,8,5.54
-1.1939219333872992,4.564933073735742,2011,8,5.59
-1.2258020700761993,4.0707886317451045,2011,8,5.58
-1.2566607877614748,3.374751995426162,2011,8,5.58
-1.176018996702799,4.565926030444478,2011,8,5.64
-1.1817222486822947,4.3056214325219795,2011,8,5.64
-1.2571379832502634,3.1501895083593596,2011,8,5.55
-1.4019529767227386,2.018124733917531,2011,8,5.16
-1.4764474803366117,1.5467687659850617,2011,8,4.91
-1.4911473850767771,1.5348223504077987,2011,8,4.84
-1.4310214235282877,1.699347505536941,2011,8,5.0
-1.3321603877036854,2.022096541611604,2011,8,5.29
-1.2166346125382104,2.481912441188183,2011,8,5.56
-1.0338908491218688,3.5175075592672447,2011,8,6.04
-0.968399923834341,3.746006583254262,2011,8,6.24
-0.9067011996011056,4.317849807876805,2011,8,6.33
-0.9085641558610011,3.999248430399546,2011,8,6.39
-0.894971051517929,4.100614385712241,2011,8,6.39
-0.866486190348259,4.489047193979818,2011,8,6.39
-0.8145204951410894,5.091854586700558,2011,8,6.44
-0.7937619230377082,5.100392515624031,2011,8,6.46
-0.7592406866572357,5.31012170822468,2011,8,6.54
-0.7550158812126908,5.368695880384803,2011,8,6.5
-1.098610282578123,-0.03266501590828975,2011,9,7.15
-1.2887517887162945,-0.02419768379671062,2011,9,6.44
-1.4117310255428765,-0.8191594322934468,2011,9,6.08
-1.3246270863220608,-0.6882719479573893,2011,9,6.34
-1.1390180609762375,-0.31299114511447784,2011,9,6.96
-1.1769629887380815,-0.23832775953626134,2011,9,6.87
-1.263523831108823,-0.7157954961775012,2011,9,6.59
-1.2384426635268269,-0.3068256664195542,2011,9,6.61
-1.2600891198100583,-0.02268562913973881,2011,9,6.48
-1.2995212433178431,-0.27351383832655457,2011,9,6.39
-1.2960400632179367,-0.21893677347787682,2011,9,6.39
-1.22447848354079,0.01241235721581913,2011,9,6.59
-1.1156994007589784,0.2300536180504847,2011,9,6.96
-1.0839578329294906,-0.2821900279528343,2011,9,7.17
-1.0611681480158281,-0.03987940502973463,2011,9,7.22
-1.0639828228812818,-0.11701488028654349,2011,9,7.21
-1.1148263609673386,-0.08867540852840768,2011,9,7.0
-1.073310088442306,0.18743854281128514,2011,9,7.05
-1.0488071924703997,0.257699845413975,2011,9,7.08
-1.0144628091266557,0.5012157671279305,2011,9,7.1
-0.9486692906383146,0.393962625225071,2011,9,7.32
-0.9370220231693268,0.07423381707445662,2011,9,7.41
-0.9533416436980442,0.2187384697472492,2011,9,7.34
-0.975242435190543,0.5501547825948421,2011,9,7.21
-0.9976547684265491,0.6561910363352026,2011,9,7.07
-1.0195084912783512,0.46687991013840596,2011,9,7.03
-1.0846187344735436,0.40722119444910126,2011,9,6.81
-1.1022713908847355,0.44537363405843294,2011,9,6.7
-1.1023942883803435,0.08449796583596694,2011,9,6.75
-1.097023422967731,-0.1637640061124086,2011,9,6.82
-1.078964675096734,-0.18605016297570734,2011,9,6.86
-1.060916765223546,-0.13948337397085314,2011,9,6.94
-1.0702744174552221,-0.10102336751562019,2011,9,6.92
-1.1193436944397688,-0.09688519850927343,2011,9,6.74
-1.125725520579084,0.2627326533019092,2011,9,6.65
-1.0907743062771682,0.3551548374627003,2011,9,6.79
-1.0262465855296918,0.5344490652471493,2011,9,7.03
-1.0125290909717535,0.4951463889685602,2011,9,7.14
-1.07375391001867,0.4508821786306285,2011,9,6.92
-1.1400970818001246,0.2655273253547637,2011,9,6.73
-1.1775151490360967,0.21799516162489754,2011,9,6.62
-1.2063275182191042,0.6616564120181532,2011,9,6.41
-1.251006037262945,0.4889334901722675,2011,9,6.24
-1.2593237019209702,0.3497077638749217,2011,9,6.27
-1.2828815817939667,-0.029526717478052994,2011,9,6.29
-1.2735231911084381,0.19014157614596094,2011,9,6.39
-1.2835415349356125,-0.06308568244203942,2011,9,6.42
-1.2973453669782977,-0.23521385330525077,2011,9,6.4
-1.3172180673544753,-0.4117104276401845,2011,9,6.38
-1.333165560359803,-0.40080889596185465,2011,9,6.35
-1.3804169538170772,-0.6178861466393554,2011,9,6.23
-1.3975851295163084,-0.2988184002929456,2011,9,6.11
-1.3584447742030092,-0.20081711935745886,2011,9,6.28
-1.3256618450679392,-0.1693258204121695,2011,9,6.41
-1.2670143438361956,-0.3505414984881341,2011,9,6.63
-1.1708685495682005,-0.13826529667030926,2011,9,7.0
-1.0757622948586305,-0.014168126439258487,2011,9,7.35
