Date Time,p (mbar),T (degC),Tpot (K),Tdew (degC),rh (%),VPmax (mbar),VPact (mbar),VPdef (mbar),sh (g/kg),H2OC (mmol/mol),rho (g/m**3),wv (m/s),max. wv (m/s),wd (deg),year,month,day,hour,dayofyear
2010-05-05 17:10:00,986.98,9.94,284.16,-0.07,49.62,12.24,6.08,6.17,3.84,6.16,1211.67,5.14,10.01,50.47,2010,5,5,17,125
2010-05-05 17:20:00,986.95,9.98,284.21,-0.21,48.98,12.28,6.01,6.26,3.8,6.09,1211.5,4.66,6.81,51.73,2010,5,5,17,125
2010-05-05 17:30:00,986.89,9.98,284.21,-0.38,48.4,12.28,5.94,6.34,3.75,6.02,1211.45,4.82,7.05,58.47,2010,5,5,17,125
2010-05-05 17:40:00,986.7,9.9,284.15,-0.13,49.56,12.21,6.05,6.16,3.82,6.13,1211.51,4.96,9.29,43.62,2010,5,5,17,125
2010-05-05 17:50:00,986.52,9.91,284.17,0.05,50.17,12.22,6.13,6.09,3.87,6.21,1211.21,3.83,7.61,55.58,2010,5,5,17,125
2010-05-05 18:00:00,986.35,9.95,284.23,0.22,50.67,12.25,6.21,6.04,3.92,6.29,1210.79,4.07,6.65,52.42,2010,5,5,18,125
2010-05-05 18:10:00,986.24,9.85,284.13,0.15,50.74,12.17,6.18,6.0,3.9,6.26,1211.1,6.13,11.01,46.94,2010,5,5,18,125
2010-05-05 18:20:00,986.14,9.75,284.04,0.09,50.86,12.09,6.15,5.94,3.89,6.23,1211.42,5.99,9.33,42.73,2010,5,5,18,125
2010-05-05 18:30:00,986.03,9.71,284.01,-0.09,50.32,12.06,6.07,5.99,3.84,6.15,1211.49,5.99,8.91,49.97,2010,5,5,18,125
2010-05-05 18:40:00,985.94,9.71,284.02,-0.06,50.42,12.06,6.08,5.98,3.84,6.17,1211.38,5.69,8.37,49.92,2010,5,5,18,125
2010-05-05 18:50:00,985.74,9.65,283.97,-0.03,50.75,12.01,6.09,5.91,3.85,6.18,1211.38,5.4,8.25,45.23,2010,5,5,18,125
2010-05-05 19:00:00,985.67,9.64,283.97,0.12,51.34,12.0,6.16,5.84,3.9,6.25,1211.31,4.49,6.77,45.85,2010,5,5,19,125
2010-05-05 19:10:00,985.68,9.58,283.91,0.12,51.56,11.95,6.16,5.79,3.9,6.25,1211.57,4.06,7.01,46.53,2010,5,5,19,125
2010-05-05 19:20:00,985.67,9.54,283.87,0.15,51.82,11.92,6.18,5.74,3.91,6.27,1211.73,3.97,6.05,48.02,2010,5,5,19,125
2010-05-05 19:30:00,985.58,9.45,283.79,0.08,51.85,11.85,6.14,5.7,3.89,6.23,1212.02,4.13,7.03,55.25,2010,5,5,19,125
2010-05-05 19:40:00,985.56,9.37,283.71,0.12,52.28,11.78,6.16,5.62,3.9,6.25,1212.33,3.76,5.69,46.19,2010,5,5,19,125
2010-05-05 19:50:00,985.55,9.26,283.6,0.08,52.53,11.7,6.14,5.55,3.89,6.23,1212.8,3.9,6.25,43.4,2010,5,5,19,125
2010-05-05 20:00:00,985.5,9.17,283.51,0.13,53.02,11.63,6.16,5.46,3.9,6.25,1213.11,4.24,6.91,48.17,2010,5,5,20,125
2010-05-05 20:10:00,985.36,9.11,283.46,0.14,53.31,11.58,6.17,5.41,3.91,6.26,1213.19,4.78,6.33,40.06,2010,5,5,20,125
2010-05-05 20:20:00,985.29,9.04,283.4,0.17,53.68,11.52,6.19,5.34,3.91,6.28,1213.4,4.84,7.65,42.57,2010,5,5,20,125
2010-05-05 20:30:00,985.17,9.01,283.38,0.36,54.5,11.5,6.27,5.23,3.97,6.36,1213.34,3.81,5.97,37.81,2010,5,5,20,125
2010-05-05 20:40:00,984.97,8.98,283.36,0.4,54.8,11.48,6.29,5.19,3.98,6.39,1213.22,4.41,6.69,36.69,2010,5,5,20,125
2010-05-05 20:50:00,984.84,8.94,283.34,0.46,55.17,11.45,6.31,5.13,4.0,6.41,1213.22,3.86,6.25,38.23,2010,5,5,20,125
2010-05-05 21:00:00,984.73,8.9,283.3,0.4,55.08,11.42,6.29,5.13,3.98,6.39,1213.26,4.89,6.73,37.38,2010,5,5,21,125
2010-05-05 21:10:00,984.64,8.87,283.28,0.37,55.07,11.39,6.27,5.12,3.97,6.37,1213.29,4.2,6.13,42.31,2010,5,5,21,125
2010-05-05 21:20:00,984.48,8.87,283.29,0.34,54.97,11.39,6.26,5.13,3.97,6.36,1213.1,3.71,5.09,43.88,2010,5,5,21,125
2010-05-05 21:30:00,984.33,8.88,283.32,0.17,54.25,11.4,6.18,5.22,3.92,6.28,1212.9,4.43,8.05,51.26,2010,5,5,21,125
2010-05-05 21:40:00,984.19,8.91,283.36,0.11,53.9,11.42,6.16,5.27,3.9,6.26,1212.62,4.87,7.97,54.67,2010,5,5,21,125
2010-05-05 21:50:00,984.16,8.84,283.29,0.31,54.95,11.37,6.25,5.12,3.96,6.35,1212.84,4.5,6.69,50.05,2010,5,5,21,125
2010-05-05 22:00:00,984.08,8.68,283.14,0.52,56.42,11.25,6.35,4.9,4.02,6.45,1213.38,4.22,6.41,59.06,2010,5,5,22,125
2010-05-05 22:10:00,983.99,8.63,283.09,0.6,56.94,11.21,6.38,4.83,4.04,6.49,1213.47,4.53,7.41,67.1,2010,5,5,22,125
2010-05-05 22:20:00,983.92,8.54,283.01,0.83,58.23,11.14,6.49,4.65,4.11,6.59,1213.72,3.36,5.57,53.67,2010,5,5,22,125
2010-05-05 22:30:00,983.83,8.42,282.9,0.91,59.05,11.05,6.52,4.52,4.14,6.63,1214.11,3.94,6.69,57.62,2010,5,5,22,125
2010-05-05 22:40:00,983.76,8.32,282.8,0.94,59.58,10.97,6.54,4.44,4.14,6.65,1214.45,5.43,8.97,59.68,2010,5,5,22,125
2010-05-05 22:50:00,983.69,8.1,282.59,1.16,61.47,10.81,6.65,4.17,4.21,6.76,1215.26,6.01,8.37,66.44,2010,5,5,22,125
2010-05-05 23:00:00,983.63,7.75,282.24,1.56,64.79,10.56,6.84,3.72,4.34,6.95,1216.61,4.26,7.49,76.8,2010,5,5,23,125
2010-05-05 23:10:00,983.64,7.37,281.86,2.03,68.76,10.29,7.07,3.21,4.48,7.19,1218.16,3.66,5.81,66.91,2010,5,5,23,125
2010-05-05 23:20:00,983.51,6.89,281.39,2.43,73.1,9.95,7.28,2.68,4.61,7.4,1219.97,4.4,7.01,66.37,2010,5,5,23,125
2010-05-05 23:30:00,983.34,6.54,281.05,2.69,76.3,9.72,7.41,2.3,4.7,7.54,1221.23,3.56,7.21,59.56,2010,5,5,23,125
2010-05-05 23:40:00,983.19,6.34,280.86,2.87,78.4,9.58,7.51,2.07,4.76,7.64,1221.89,4.2,5.45,47.9,2010,5,5,23,125
2010-05-05 23:50:00,982.92,6.23,280.77,3.01,79.8,9.51,7.59,1.92,4.82,7.72,1221.99,4.87,7.29,40.3,2010,5,5,23,125
2010-05-06 00:00:00,994.9,11.65,285.23,9.24,85.1,13.72,11.68,2.04,7.33,11.74,1211.5,1.29,1.84,219.1,2010,5,6,0,126
2010-05-06 00:10:00,994.88,11.76,285.34,9.15,84.0,13.82,11.61,2.21,7.29,11.67,1211.04,1.34,1.88,217.1,2010,5,6,0,126
2010-05-06 00:20:00,994.88,11.63,285.21,8.88,83.2,13.7,11.4,2.3,7.16,11.46,1211.68,2.06,2.52,221.1,2010,5,6,0,126
2010-05-06 00:30:00,994.86,11.28,284.86,8.82,84.8,13.39,11.35,2.04,7.13,11.41,1213.17,1.67,2.4,224.4,2010,5,6,0,126
2010-05-06 00:40:00,994.93,11.13,284.7,8.93,86.3,13.26,11.44,1.82,7.18,11.5,1213.85,0.97,1.32,214.8,2010,5,6,0,126
2010-05-06 00:50:00,994.99,10.97,284.54,9.0,87.6,13.12,11.49,1.63,7.21,11.55,1214.59,0.97,1.48,210.4,2010,5,6,0,126
2010-05-06 01:00:00,995.0,10.84,284.41,9.0,88.4,13.0,11.5,1.51,7.22,11.55,1215.16,0.85,1.2,216.5,2010,5,6,1,126
2010-05-06 01:10:00,995.02,10.71,284.28,8.91,88.6,12.89,11.42,1.47,7.17,11.48,1215.77,1.22,1.72,222.7,2010,5,6,1,126
2010-05-06 01:20:00,994.96,10.69,284.26,8.89,88.6,12.87,11.41,1.47,7.16,11.46,1215.79,1.57,2.04,222.5,2010,5,6,1,126
2010-05-06 01:30:00,994.9,10.6,284.18,8.75,88.3,12.8,11.3,1.5,7.1,11.36,1216.15,1.56,2.0,212.1,2010,5,6,1,126
2010-05-06 01:40:00,994.9,10.4,283.97,8.59,88.5,12.63,11.18,1.45,7.02,11.23,1217.07,1.01,1.6,212.9,2010,5,6,1,126
2010-05-06 01:50:00,994.91,10.04,283.61,8.41,89.6,12.33,11.04,1.28,6.93,11.1,1218.69,0.95,1.68,191.6,2010,5,6,1,126
2010-05-06 02:00:00,994.94,9.75,283.32,8.36,91.0,12.09,11.0,1.09,6.91,11.06,1219.99,0.86,1.4,208.4,2010,5,6,2,126
2010-05-06 02:10:00,994.98,9.63,283.2,8.4,92.0,11.99,11.03,0.96,6.93,11.09,1220.54,0.73,1.12,200.6,2010,5,6,2,126
2010-05-06 02:20:00,995.05,9.51,283.07,8.37,92.6,11.9,11.02,0.88,6.91,11.07,1221.16,0.45,0.64,203.9,2010,5,6,2,126
2010-05-06 02:30:00,995.05,9.41,282.97,8.32,92.9,11.82,10.98,0.84,6.89,11.03,1221.62,0.77,1.56,210.8,2010,5,6,2,126
2010-05-06 02:40:00,995.05,9.39,282.95,8.4,93.5,11.8,11.03,0.77,6.93,11.09,1221.67,0.82,1.6,225.4,2010,5,6,2,126
2010-05-06 02:50:00,995.09,9.34,282.9,8.33,93.4,11.76,10.98,0.78,6.89,11.04,1221.96,0.45,0.88,165.7,2010,5,6,2,126
2010-05-06 03:00:00,995.11,8.96,282.52,7.91,93.1,11.46,10.67,0.79,6.7,10.72,1223.78,1.04,1.72,199.6,2010,5,6,3,126
2010-05-06 03:10:00,995.11,8.82,282.38,7.88,93.8,11.35,10.65,0.7,6.68,10.7,1224.39,0.87,1.16,195.2,2010,5,6,3,126
2010-05-06 03:20:00,995.0,8.77,282.33,7.91,94.3,11.32,10.67,0.64,6.7,10.72,1224.47,0.86,1.16,201.3,2010,5,6,3,126
2010-05-06 03:30:00,994.95,8.73,282.3,7.93,94.7,11.28,10.69,0.6,6.71,10.74,1224.57,0.7,1.44,195.4,2010,5,6,3,126
2010-05-06 03:40:00,994.98,8.6,282.17,7.8,94.7,11.19,10.59,0.59,6.65,10.65,1225.21,1.05,1.52,188.1,2010,5,6,3,126
2010-05-06 03:50:00,995.01,8.46,282.02,7.71,95.0,11.08,10.53,0.55,6.61,10.58,1225.89,1.22,1.52,193.9,2010,5,6,3,126
2010-05-06 04:00:00,994.96,8.31,281.88,7.57,95.1,10.97,10.43,0.54,6.55,10.48,1226.53,1.14,1.72,177.1,2010,5,6,4,126
2010-05-06 04:10:00,994.9,8.22,281.79,7.53,95.4,10.9,10.4,0.5,6.53,10.45,1226.86,0.83,1.74,159.7,2010,5,6,4,126
2010-05-06 04:20:00,994.88,8.13,281.7,7.46,95.5,10.83,10.35,0.49,6.49,10.4,1227.26,0.91,1.36,172.1,2010,5,6,4,126
2010-05-06 04:30:00,994.89,8.17,281.74,7.53,95.7,10.86,10.4,0.47,6.53,10.45,1227.06,0.84,1.6,167.6,2010,5,6,4,126
2010-05-06 04:40:00,994.89,8.47,282.04,7.76,95.3,11.09,10.57,0.52,6.63,10.62,1225.68,0.58,1.52,198.6,2010,5,6,4,126
2010-05-06 04:50:00,994.91,8.97,282.54,8.14,94.5,11.47,10.84,0.63,6.8,10.89,1223.4,0.62,1.64,86.1,2010,5,6,4,126
2010-05-06 05:00:00,994.94,9.52,283.09,8.57,93.8,11.9,11.17,0.74,7.01,11.22,1220.92,0.47,1.2,109.4,2010,5,6,5,126
2010-05-06 05:10:00,994.97,10.11,283.68,8.82,91.7,12.38,11.36,1.03,7.13,11.41,1218.31,0.35,1.2,155.4,2010,5,6,5,126
2010-05-06 05:20:00,994.96,10.9,284.47,8.89,87.4,13.06,11.41,1.65,7.16,11.47,1214.89,0.51,1.1,122.0,2010,5,6,5,126
2010-05-06 05:30:00,994.97,11.2,284.77,8.52,83.5,13.32,11.12,2.2,6.98,11.18,1213.75,0.38,0.88,151.1,2010,5,6,5,126
2010-05-06 05:40:00,994.97,11.93,285.5,8.65,80.3,13.98,11.23,2.75,7.05,11.28,1210.6,0.57,1.14,163.6,2010,5,6,5,126
2010-05-06 05:50:00,994.96,12.32,285.89,8.53,77.6,14.34,11.13,3.21,6.99,11.19,1208.98,0.63,1.28,160.2,2010,5,6,5,126
2010-05-06 06:00:00,994.93,12.57,286.15,8.58,76.6,14.58,11.17,3.41,7.01,11.23,1207.87,0.84,1.64,179.8,2010,5,6,6,126
2010-05-06 06:10:00,994.82,11.83,285.41,8.24,78.6,13.89,10.92,2.97,6.85,10.97,1210.99,1.44,2.04,136.6,2010,5,6,6,126
2010-05-06 06:20:00,994.79,11.2,284.79,8.16,81.5,13.32,10.86,2.46,6.82,10.91,1213.66,1.44,2.2,143.9,2010,5,6,6,126
2010-05-06 06:30:00,994.74,11.71,285.3,8.6,81.2,13.78,11.19,2.59,7.03,11.25,1211.27,0.65,1.48,127.9,2010,5,6,6,126
2010-05-06 06:40:00,994.72,12.88,286.47,8.88,76.6,14.88,11.4,3.48,7.16,11.46,1206.2,0.71,1.6,119.4,2010,5,6,6,126
2010-05-06 06:50:00,994.69,13.54,287.14,9.03,74.1,15.54,11.51,4.02,7.23,11.57,1203.33,0.68,1.52,167.8,2010,5,6,6,126
2010-05-06 07:00:00,994.64,13.77,287.37,9.01,72.9,15.77,11.5,4.27,7.22,11.56,1202.31,1.56,2.68,170.7,2010,5,6,7,126
2010-05-06 07:10:00,994.64,13.1,286.7,8.86,75.4,15.1,11.38,3.71,7.15,11.44,1205.17,1.59,2.6,141.7,2010,5,6,7,126
2010-05-06 07:20:00,994.64,13.32,286.92,9.21,76.1,15.32,11.65,3.66,7.32,11.72,1204.12,1.07,1.94,128.9,2010,5,6,7,126
2010-05-06 07:30:00,994.64,14.06,287.66,9.67,74.8,16.07,12.02,4.05,7.55,12.09,1200.85,0.85,1.56,133.2,2010,5,6,7,126
2010-05-06 07:40:00,994.64,14.76,288.36,9.92,72.7,16.82,12.23,4.59,7.68,12.29,1197.84,0.94,1.8,124.8,2010,5,6,7,126
2010-05-06 07:50:00,994.64,15.31,288.91,9.97,70.4,17.42,12.27,5.16,7.71,12.33,1195.54,1.16,2.12,134.3,2010,5,6,7,126
2010-05-06 08:00:00,994.64,15.73,289.33,10.27,69.96,17.9,12.52,5.38,7.87,12.59,1193.68,0.99,1.84,118.7,2010,5,6,8,126
2010-05-06 08:10:00,994.56,16.12,289.73,10.43,68.96,18.35,12.65,5.7,7.95,12.72,1191.92,1.15,1.64,126.4,2010,5,6,8,126
2010-05-06 08:20:00,994.51,16.8,290.42,10.82,67.78,19.16,12.99,6.17,8.16,13.06,1188.92,0.87,1.6,151.9,2010,5,6,8,126
2010-05-06 08:30:00,994.52,17.7,291.32,10.93,64.48,20.29,13.08,7.21,8.22,13.15,1185.2,1.38,2.2,142.4,2010,5,6,8,126
2010-05-06 08:40:00,994.52,17.68,291.3,11.05,65.08,20.26,13.18,7.07,8.29,13.26,1185.24,1.26,2.2,130.6,2010,5,6,8,126
2010-05-06 08:50:00,994.52,18.25,291.87,11.3,63.84,21.0,13.41,7.59,8.43,13.48,1182.82,0.9,1.92,130.6,2010,5,6,8,126
2010-05-06 09:00:00,994.51,18.86,292.48,11.43,61.97,21.82,13.52,8.3,8.5,13.59,1180.29,1.14,2.36,133.7,2010,5,6,9,126
2010-05-06 09:10:00,994.48,19.26,292.88,11.65,61.36,22.37,13.73,8.64,8.63,13.8,1178.55,0.9,1.72,114.1,2010,5,6,9,126
2010-05-06 09:20:00,994.39,20.02,293.65,11.71,58.75,23.45,13.78,9.67,8.66,13.85,1175.36,1.29,2.12,163.1,2010,5,6,9,126
2010-05-06 09:30:00,994.3,20.49,294.13,11.85,57.62,24.14,13.91,10.23,8.75,13.99,1173.31,1.27,2.48,131.1,2010,5,6,9,126
2010-05-06 09:40:00,994.19,20.64,294.29,11.96,57.49,24.36,14.01,10.36,8.81,14.09,1172.54,1.44,2.56,137.5,2010,5,6,9,126
2010-05-06 09:50:00,994.08,21.04,294.7,12.28,57.3,24.97,14.31,10.66,9.0,14.39,1170.68,1.21,1.84,91.4,2010,5,6,9,126
2010-05-06 10:00:00,993.97,20.97,294.64,12.04,56.64,24.86,14.08,10.78,8.86,14.17,1170.93,1.96,2.94,62.29,2010,5,6,10,126
2010-05-06 10:10:00,993.89,20.98,294.66,11.85,55.89,24.88,13.9,10.97,8.75,13.99,1170.87,1.47,2.62,88.7,2010,5,6,10,126
2010-05-06 10:20:00,993.8,21.29,294.97,11.31,52.92,25.36,13.42,11.94,8.44,13.5,1169.75,1.78,3.34,72.0,2010,5,6,10,126
2010-05-06 10:30:00,993.73,21.68,295.37,9.27,45.06,25.97,11.7,14.27,7.36,11.78,1168.89,1.86,5.0,306.0,2010,5,6,10,126
2010-05-06 10:40:00,993.74,22.35,296.04,9.01,42.51,27.05,11.5,15.55,7.23,11.57,1166.34,1.58,3.5,312.7,2010,5,6,10,126
2010-05-06 10:50:00,993.71,22.66,296.35,8.52,40.37,27.57,11.13,16.44,7.0,11.2,1165.25,1.52,3.48,300.2,2010,5,6,10,126
2010-05-06 11:00:00,993.69,22.99,296.69,9.1,41.14,28.12,11.57,16.55,7.27,11.64,1163.73,1.33,3.24,287.3,2010,5,6,11,126
2010-05-06 11:10:00,993.64,23.18,296.88,9.17,40.86,28.45,11.62,16.82,7.31,11.7,1162.9,1.19,2.48,281.9,2010,5,6,11,126
2010-05-06 11:20:00,993.59,23.17,296.88,9.66,42.27,28.43,12.02,16.41,7.56,12.09,1162.71,2.22,3.84,312.3,2010,5,6,11,126
2010-05-06 11:30:00,993.53,22.92,296.63,9.86,43.49,28.0,12.18,15.82,7.66,12.26,1163.54,1.3,3.04,292.4,2010,5,6,11,126
2010-05-06 11:40:00,993.47,23.01,296.73,9.72,42.84,28.16,12.06,16.09,7.59,12.14,1163.17,2.24,3.64,36.09,2010,5,6,11,126
2010-05-06 11:50:00,993.36,22.75,296.47,10.16,44.84,27.72,12.43,15.29,7.82,12.51,1163.9,1.58,2.76,41.26,2010,5,6,11,126
2010-05-06 12:00:00,993.27,23.26,296.99,10.29,43.85,28.58,12.53,16.05,7.89,12.62,1161.74,1.91,3.2,25.09,2010,5,6,12,126
2010-05-06 12:10:00,993.16,23.11,296.85,10.23,44.08,28.33,12.49,15.84,7.86,12.57,1162.23,2.04,3.48,329.9,2010,5,6,12,126
2010-05-06 12:20:00,993.08,23.03,296.78,10.6,45.41,28.19,12.8,15.39,8.06,12.89,1162.31,2.08,4.14,43.95,2010,5,6,12,126
2010-05-06 12:30:00,993.0,23.33,297.09,10.62,44.64,28.71,12.81,15.89,8.07,12.9,1161.03,2.2,3.76,23.65,2010,5,6,12,126
2010-05-06 12:40:00,992.91,23.22,296.98,10.87,45.68,28.52,13.03,15.49,8.2,13.12,1161.26,2.27,4.2,40.26,2010,5,6,12,126
2010-05-06 12:50:00,992.86,23.91,297.68,11.31,45.15,29.73,13.42,16.3,8.45,13.52,1158.33,0.91,2.7,12.7,2010,5,6,12,126
2010-05-06 13:00:00,992.78,23.92,297.7,11.2,44.79,29.74,13.32,16.42,8.39,13.42,1158.24,3.12,5.06,52.87,2010,5,6,13,126
2010-05-06 13:10:00,992.67,23.33,297.11,11.12,46.15,28.71,13.25,15.46,8.34,13.35,1160.45,2.24,4.6,35.07,2010,5,6,13,126
2010-05-06 13:20:00,992.63,23.46,297.25,11.08,45.68,28.93,13.22,15.72,8.32,13.31,1159.91,3.28,4.8,75.2,2010,5,6,13,126
2010-05-06 13:30:00,992.54,23.3,297.1,11.23,46.57,28.65,13.34,15.31,8.41,13.44,1160.37,2.26,4.04,58.61,2010,5,6,13,126
2010-05-06 13:40:00,992.48,24.03,297.83,11.44,45.21,29.94,13.54,16.4,8.53,13.64,1157.37,1.52,3.44,79.0,2010,5,6,13,126
2010-05-06 13:50:00,992.36,24.04,297.85,11.37,44.96,29.96,13.47,16.49,8.49,13.57,1157.22,2.25,4.52,67.43,2010,5,6,13,126
2010-05-06 14:00:00,992.26,24.06,297.88,11.12,44.18,29.99,13.25,16.74,8.35,13.35,1157.12,1.93,3.2,140.5,2010,5,6,14,126
2010-05-06 14:10:00,992.19,24.82,298.65,11.52,43.34,31.39,13.6,17.79,8.57,13.71,1153.93,0.96,2.38,181.2,2010,5,6,14,126
2010-05-06 14:20:00,992.06,25.15,298.99,11.57,42.64,32.01,13.65,18.36,8.6,13.76,1152.48,1.44,3.0,73.0,2010,5,6,14,126
2010-05-06 14:30:00,991.96,24.66,298.51,11.12,42.62,31.09,13.25,17.84,8.35,13.36,1154.44,1.88,3.12,80.1,2010,5,6,14,126
2010-05-06 14:40:00,991.83,24.61,298.47,11.27,43.17,31.0,13.38,17.62,8.44,13.49,1154.42,2.21,3.56,71.3,2010,5,6,14,126
2010-05-06 14:50:00,991.73,24.66,298.53,11.16,42.72,31.09,13.28,17.81,8.37,13.39,1154.15,1.76,3.28,77.6,2010,5,6,14,126
2010-05-06 15:00:00,991.64,24.85,298.73,11.66,43.66,31.45,13.73,17.72,8.66,13.84,1153.12,1.53,3.08,70.4,2010,5,6,15,126
2010-05-06 15:10:00,991.56,25.04,298.92,11.8,43.57,31.8,13.86,17.95,8.74,13.97,1152.23,2.16,5.04,45.5,2010,5,6,15,126
2010-05-06 15:20:00,991.56,24.94,298.82,12.03,44.52,31.61,14.07,17.54,8.88,14.19,1152.52,1.98,3.6,66.38,2010,5,6,15,126
2010-05-06 15:30:00,991.52,24.95,298.84,12.03,44.47,31.63,14.07,17.57,8.87,14.19,1152.44,3.5,5.02,41.19,2010,5,6,15,126
2010-05-06 15:40:00,991.46,24.7,298.59,12.08,45.29,31.17,14.11,17.05,8.9,14.24,1153.32,2.66,4.08,38.79,2010,5,6,15,126
2010-05-06 15:50:00,991.4,24.88,298.78,12.29,45.43,31.5,14.31,17.19,9.03,14.44,1152.46,3.89,5.4,34.0,2010,5,6,15,126
2010-05-06 16:00:00,991.32,24.67,298.57,12.53,46.75,31.11,14.54,16.57,9.18,14.67,1153.08,2.76,4.76,7.25,2010,5,6,16,126
2010-05-06 16:10:00,991.25,24.79,298.7,12.37,45.93,31.33,14.39,16.94,9.08,14.52,1152.6,2.79,4.24,27.04,2010,5,6,16,126
2010-05-06 16:20:00,991.15,25.11,299.03,12.74,46.16,31.94,14.74,17.19,9.3,14.87,1151.09,1.76,4.44,21.26,2010,5,6,16,126
2010-05-06 16:30:00,991.16,25.27,299.19,13.07,46.73,32.24,15.07,17.17,9.51,15.2,1150.34,2.11,4.04,21.79,2010,5,6,16,126
2010-05-06 16:40:00,991.07,25.48,299.41,13.34,46.98,32.65,15.34,17.31,9.68,15.48,1149.31,1.26,2.88,38.42,2010,5,6,16,126
2010-05-06 16:50:00,991.01,25.53,299.46,13.07,46.01,32.74,15.06,17.68,9.51,15.2,1149.17,1.67,3.28,349.9,2010,5,6,16,126
2010-05-06 17:00:00,990.91,25.62,299.56,13.25,46.32,32.92,15.25,17.67,9.63,15.39,1148.62,1.4,2.84,340.2,2010,5,6,17,126
2010-05-06 17:10:00,990.83,25.8,299.75,13.44,46.38,33.27,15.43,17.84,9.74,15.57,1147.76,1.37,2.96,6.59,2010,5,6,17,126
2010-05-06 17:20:00,990.82,25.76,299.71,13.18,45.72,33.19,15.18,18.02,9.58,15.32,1148.01,2.78,4.52,32.54,2010,5,6,17,126
2010-05-06 17:30:00,990.74,25.02,298.97,13.06,47.39,31.77,15.05,16.71,9.51,15.19,1150.82,2.58,3.92,38.14,2010,5,6,17,126
2010-05-06 17:40:00,990.7,24.64,298.6,13.02,48.37,31.05,15.02,16.03,9.48,15.16,1152.26,3.26,4.3,36.11,2010,5,6,17,126
2010-05-06 17:50:00,990.64,24.43,298.39,13.07,49.13,30.67,15.07,15.6,9.51,15.21,1152.98,2.89,4.28,37.12,2010,5,6,17,126
2010-05-06 18:00:00,990.61,24.65,298.61,13.09,48.54,31.07,15.08,15.99,9.53,15.23,1152.09,1.95,3.84,19.17,2010,5,6,18,126
2010-05-06 18:10:00,990.58,24.78,298.75,13.13,48.3,31.31,15.12,16.19,9.55,15.27,1151.53,2.22,3.16,37.58,2010,5,6,18,126
2010-05-06 18:20:00,990.52,24.64,298.61,13.16,48.81,31.05,15.16,15.9,9.57,15.3,1151.99,2.57,3.6,41.79,2010,5,6,18,126
2010-05-06 18:30:00,990.54,24.38,298.35,13.18,49.64,30.57,15.18,15.4,9.59,15.32,1153.01,2.58,4.28,32.72,2010,5,6,18,126
2010-05-06 18:40:00,990.46,24.15,298.13,13.22,50.45,30.16,15.21,14.94,9.61,15.36,1153.79,2.49,3.68,23.43,2010,5,6,18,126
2010-05-06 18:50:00,990.45,23.93,297.91,13.25,51.21,29.76,15.24,14.52,9.63,15.39,1154.62,2.14,3.24,9.48,2010,5,6,18,126
2010-05-06 19:00:00,990.43,23.55,297.53,13.26,52.45,29.09,15.26,13.83,9.64,15.4,1156.07,1.59,2.4,8.19,2010,5,6,19,126
2010-05-06 19:10:00,990.39,22.93,296.91,13.17,54.13,28.02,15.17,12.85,9.58,15.31,1158.48,1.79,2.8,4.41,2010,5,6,19,126
2010-05-06 19:20:00,990.37,22.52,296.5,13.19,55.55,27.33,15.18,12.15,9.59,15.33,1160.06,1.9,2.68,355.7,2010,5,6,19,126
2010-05-06 19:30:00,990.35,22.23,296.21,13.1,56.2,26.86,15.09,11.76,9.53,15.24,1161.21,2.22,2.92,350.5,2010,5,6,19,126
2010-05-06 19:40:00,990.35,22.05,296.03,13.03,56.58,26.56,15.03,11.53,9.49,15.18,1161.95,2.01,2.88,354.0,2010,5,6,19,126
2010-05-06 19:50:00,990.39,21.9,295.88,13.07,57.23,26.32,15.06,11.26,9.51,15.21,1162.57,2.0,2.52,350.2,2010,5,6,19,126
2010-05-06 20:00:00,990.37,21.76,295.74,13.07,57.73,26.1,15.07,11.03,9.52,15.21,1163.1,1.73,2.44,1.31,2010,5,6,20,126
2010-05-06 20:10:00,990.42,21.57,295.54,13.17,58.79,25.8,15.17,10.63,9.58,15.31,1163.86,0.5,1.08,220.4,2010,5,6,20,126
2010-05-06 20:20:00,990.52,21.04,295.0,13.07,60.34,24.97,15.07,9.9,9.52,15.21,1166.12,0.72,1.2,247.7,2010,5,6,20,126
2010-05-06 20:30:00,990.53,20.78,294.74,13.11,61.48,24.58,15.11,9.47,9.54,15.25,1167.15,0.77,1.28,228.4,2010,5,6,20,126
2010-05-06 20:40:00,990.63,20.5,294.45,13.09,62.45,24.15,15.08,9.07,9.53,15.23,1168.39,0.59,1.12,245.2,2010,5,6,20,126
2010-05-06 20:50:00,990.69,20.36,294.31,13.13,63.18,23.95,15.13,8.82,9.55,15.27,1169.0,0.36,0.88,102.6,2010,5,6,20,126
2010-05-06 21:00:00,990.79,20.05,293.99,13.25,64.9,23.49,15.25,8.25,9.63,15.39,1170.3,0.52,0.88,44.77,2010,5,6,21,126
2010-05-06 21:10:00,990.83,19.43,293.36,13.44,68.26,22.61,15.43,7.18,9.74,15.57,1172.75,0.73,1.04,54.41,2010,5,6,21,126
2010-05-06 21:20:00,990.76,19.04,292.98,13.41,69.83,22.06,15.41,6.66,9.73,15.55,1174.24,0.37,0.64,22.95,2010,5,6,21,126
2010-05-06 21:30:00,990.72,18.81,292.75,13.36,70.6,21.75,15.35,6.39,9.7,15.5,1175.14,0.17,0.52,4.3,2010,5,6,21,126
